ONS code,New constituency name,Total population,Aged 15 years and under,Aged 16 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 years and over,Cluster,2019_Results,2017_Results,2015_Results,2010_Results,2005_Results,Ref16_Results,Low_Confidence_Imputation,2019_Resultscon,2019_Resultslab,2019_Resultslib,2019_Resultsref,2019_Resultsnat,2019_Resultsoth,2019_Resultstot,2019_Resultscon_pc,2019_Resultslab_pc,2019_Resultslib_pc,2019_Resultsref_pc,2019_Resultsnat_pc,2019_Resultsoth_pc,2017_Resultscon,2017_Resultslab,2017_Resultslib,2017_Resultsref,2017_Resultsnat,2017_Resultsoth,2017_Resultstot,2017_Resultscon_pc,2017_Resultslab_pc,2017_Resultslib_pc,2017_Resultsref_pc,2017_Resultsnat_pc,2017_Resultsoth_pc,2015_Resultscon,2015_Resultslab,2015_Resultslib,2015_Resultsref,2015_Resultsnat,2015_Resultsoth,2015_Resultstot,2015_Resultscon_pc,2015_Resultslab_pc,2015_Resultslib_pc,2015_Resultsref_pc,2015_Resultsnat_pc,2015_Resultsoth_pc,2010_Resultscon,2010_Resultslab,2010_Resultslib,2010_Resultsref,2010_Resultsnat,2010_Resultsoth,2010_Resultstot,2010_Resultscon_pc,2010_Resultslab_pc,2010_Resultslib_pc,2010_Resultsref_pc,2010_Resultsnat_pc,2010_Resultsoth_pc,2005_Resultscon,2005_Resultslab,2005_Resultslib,2005_Resultsref,2005_Resultsnat,2005_Resultsoth,2005_Resultstot,2005_Resultscon_pc,2005_Resultslab_pc,2005_Resultslib_pc,2005_Resultsref_pc,2005_Resultsnat_pc,2005_Resultsoth_pc,EngReg,Scot,Region
W07000081,Aberafan Maesteg,92573.0,0.186065352416959,0.0955981636510937,0.1243856332703213,0.1796381312449365,0.2087928706454226,0.2055198487712665,1,"{'con': 11159, 'lab': 21644, 'lib': 1685, 'ref': 3677, 'grn': 680, 'nat': 3389, 'oth': 607, 'max_pc': 0.8167675893886966}","{'con': 10352, 'lab': 28653, 'lib': 813, 'ref': 1576, 'grn': 0, 'nat': 3372, 'oth': 111, 'max_pc': 0.8167675893886966}","{'con': 6789, 'lab': 20210, 'lib': 1721, 'ref': 6580, 'grn': 921, 'nat': 4500, 'oth': 1549, 'max_pc': 0.8167675893886966}","{'con': 7087, 'lab': 20637, 'lib': 7054, 'ref': 752, 'grn': 0, 'nat': 3166, 'oth': 2767, 'max_pc': 0.8167675893886966}","{'con': 5233, 'lab': 22663, 'lib': 5977, 'ref': 0, 'grn': 0, 'nat': 4247, 'oth': 1260, 'max_pc': 0.8167675893886966}",0.5821419778643989,0,11159,21644,1685,3677,3389,607,42161,0.2646758852968383,0.5133654325087166,0.0399658452124,0.0872133013922819,0.080382343872299,0.014397191717464,10352,28653,813,1576,3372,111,44877,0.2306749559908193,0.6384785079216525,0.0181161842369142,0.0351182120016935,0.0751387124807808,0.0024734273681395,6789,20210,1721,6580,4500,1549,41349,0.1641877675397228,0.4887663546881424,0.0416213209509298,0.15913323175893,0.1088297177682652,0.0374616072940095,7087,20637,7054,752,3166,2767,41463,0.1709234739406217,0.4977208595615368,0.1701275836287774,0.0181366519547548,0.0763572341605769,0.0667341967537322,5233,22663,5977,0,4247,1260,39380,0.1328847130523108,0.5754951752158456,0.1517775520568816,0.0,0.1078466226510919,0.0319959370238699,0,False,Wales
E14001063,Aldershot,117430.0,0.185378523375628,0.0998211700587584,0.1582474665758324,0.2077322660308268,0.1877373754577194,0.1610831985012348,4,"{'con': 30031, 'lab': 11617, 'lib': 7796, 'ref': 0, 'grn': 1852, 'nat': 0, 'oth': 81, 'max_pc': 1.0}","{'con': 29150, 'lab': 16057, 'lib': 4043, 'ref': 1857, 'grn': 1175, 'nat': 0, 'oth': 21, 'max_pc': 1.0}","{'con': 25437, 'lab': 8775, 'lib': 4405, 'ref': 8528, 'grn': 2162, 'nat': 0, 'oth': 22, 'max_pc': 1.0}","{'con': 23068, 'lab': 5789, 'lib': 16400, 'ref': 2169, 'grn': 0, 'nat': 0, 'oth': 1034, 'max_pc': 1.0}","{'con': 19092, 'lab': 9353, 'lib': 12200, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 2416, 'max_pc': 1.0}",0.5728292774468231,0,30031,11617,7796,0,0,81,49525,0.6063806158505806,0.2345683997980817,0.1574154467440686,0.0,0.0,0.001635537607269,29150,16057,4043,1857,0,21,51128,0.5701376936316696,0.3140549209826318,0.0790760444374902,0.0363206071037396,0.0,0.0004107338444687,25437,8775,4405,8528,0,22,47167,0.5392965420739076,0.1860410880488477,0.0933915661373417,0.180804375940806,0.0,0.0004664277990968,23068,5789,16400,2169,0,1034,48460,0.4760214609987618,0.1194593479158068,0.3384234420140322,0.044758563763929,0.0,0.02133718530747,19092,9353,12200,0,0,2416,43061,0.4433710317921088,0.2172035020087782,0.2833190125635726,0.0,0.0,0.0561064536355402,South East,False,South East
E14001064,Aldridge-Brownhills,93607.0,0.1779140448898052,0.0899291719636352,0.1146174965547448,0.1777110686166632,0.2120781565481214,0.22775006142703,5,"{'con': 30468, 'lab': 11152, 'lib': 2611, 'ref': 249, 'grn': 866, 'nat': 0, 'oth': 379, 'max_pc': 1.0}","{'con': 28782, 'lab': 15812, 'lib': 1431, 'ref': 271, 'grn': 0, 'nat': 0, 'oth': 565, 'max_pc': 1.0}","{'con': 22623, 'lab': 11803, 'lib': 1431, 'ref': 8734, 'grn': 998, 'nat': 0, 'oth': 197, 'max_pc': 1.0}","{'con': 25086, 'lab': 10084, 'lib': 7717, 'ref': 518, 'grn': 847, 'nat': 0, 'oth': 527, 'max_pc': 1.0}","{'con': 19480, 'lab': 15012, 'lib': 5207, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 3221, 'max_pc': 1.0}",0.6674641644929156,0,30468,11152,2611,249,0,379,44859,0.6791948104059387,0.2486011725629193,0.0582045966249804,0.0055507256069016,0.0,0.0084486947992599,28782,15812,1431,271,0,565,46861,0.614199440899682,0.3374234438018821,0.0305371204199654,0.0057830605407481,0.0,0.0120569343377222,22623,11803,1431,8734,0,197,44788,0.5051129766901848,0.2635304099312315,0.0319505224613735,0.1950075913191033,0.0,0.0043984995981066,25086,10084,7717,518,0,527,43932,0.5710188473094783,0.2295365564964035,0.1756578348356551,0.0117909496494582,0.0,0.0119958117090048,19480,15012,5207,0,0,3221,42920,0.4538676607642125,0.349767008387698,0.121318732525629,0.0,0.0,0.0750465983224604,West Midlands,False,West Midlands
E14001065,Altrincham and Sale West,100924.0,0.2128334192065316,0.0822599183544053,0.1007193531766477,0.2190460148230351,0.1948594982362966,0.1902817962030835,4,"{'con': 26311, 'lab': 20172, 'lib': 6036, 'ref': 0, 'grn': 1566, 'nat': 0, 'oth': 678, 'max_pc': 1.0}","{'con': 26933, 'lab': 20507, 'lib': 4051, 'ref': 0, 'grn': 1000, 'nat': 0, 'oth': 299, 'max_pc': 1.0}","{'con': 26771, 'lab': 13481, 'lib': 4235, 'ref': 4047, 'grn': 1983, 'nat': 0, 'oth': 0, 'max_pc': 1.0}","{'con': 24176, 'lab': 11073, 'lib': 12581, 'ref': 1563, 'grn': 0, 'nat': 0, 'oth': 0, 'max_pc': 1.0}","{'con': 20333, 'lab': 12716, 'lib': 9578, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 737, 'max_pc': 1.0}",0.385878,0,26311,20172,6036,0,0,678,53197,0.4945955598999944,0.3791943154689174,0.1134650450213358,0.0,0.0,0.0127450796097524,26933,20507,4051,0,0,299,51790,0.5200424792430971,0.3959644719057733,0.0782197335392933,0.0,0.0,0.0057733153118362,26771,13481,4235,4047,0,0,48534,0.5515926979025013,0.2777640417027238,0.0872584167799892,0.0833848436147855,0.0,0.0,24176,11073,12581,1563,0,0,49393,0.4894620695240216,0.2241815641892575,0.2547122061830624,0.0316441601036584,0.0,0.0,20333,12716,9578,0,0,737,43364,0.4688912461950004,0.2932386311225902,0.2208744580758232,0.0,0.0,0.0169956646065861,North West,False,North West
W07000082,Alyn and Deeside,102072.0,0.1819597930872325,0.0899561094129633,0.1304667293675052,0.1913257308566502,0.2083823183635081,0.1979093189121404,1,"{'con': 22259, 'lab': 22255, 'lib': 3136, 'ref': 3172, 'grn': 0, 'nat': 1805, 'oth': 0, 'max_pc': 1.0}","{'con': 22175, 'lab': 28473, 'lib': 1335, 'ref': 1117, 'grn': 0, 'nat': 1542, 'oth': 0, 'max_pc': 1.0}","{'con': 16270, 'lab': 20348, 'lib': 2079, 'ref': 8802, 'grn': 1146, 'nat': 2060, 'oth': 0, 'max_pc': 1.0}","{'con': 16097, 'lab': 19586, 'lib': 8749, 'ref': 1173, 'grn': 0, 'nat': 2011, 'oth': 1579, 'max_pc': 1.0}","{'con': 11184, 'lab': 21230, 'lib': 7700, 'ref': 0, 'grn': 0, 'nat': 1950, 'oth': 1956, 'max_pc': 1.0}",0.5742137911170696,0,22259,22255,3136,3172,1805,0,52627,0.4229577973283676,0.4228817907157923,0.0595891842590305,0.0602732437722081,0.0342979839246014,0.0,22175,28473,1335,1117,1542,0,54642,0.4058233593206691,0.5210826836499396,0.0244317557922477,0.0204421507265473,0.0282200505105962,0.0,16270,20348,2079,8802,2060,0,49559,0.3282955669000585,0.4105813273068464,0.0419499989911015,0.1776064892350531,0.0415666175669404,0.0,16097,19586,8749,1173,2011,1579,49195,0.3272080495985364,0.3981298912491107,0.1778432767557678,0.0238438865738388,0.0408781380221567,0.0320967578005894,11184,21230,7700,0,1950,1956,44020,0.2540663334847796,0.4822807814629714,0.1749204906860517,0.0,0.0442980463425715,0.0444343480236256,0,False,Wales
E14001066,Amber Valley,90322.0,0.1695211735399944,0.0869526709106006,0.1250041516745087,0.1790866316080819,0.2195294768890119,0.2199058953778024,5,"{'con': 29096, 'lab': 12210, 'lib': 2873, 'ref': 0, 'grn': 1388, 'nat': 0, 'oth': 0, 'max_pc': 1.0}","{'con': 25905, 'lab': 17605, 'lib': 1100, 'ref': 0, 'grn': 650, 'nat': 0, 'oth': 551, 'max_pc': 1.0}","{'con': 20106, 'lab': 15901, 'lib': 1360, 'ref': 7263, 'grn': 1087, 'nat': 0, 'oth': 0, 'max_pc': 1.0}","{'con': 17746, 'lab': 17210, 'lib': 6636, 'ref': 906, 'grn': 0, 'nat': 0, 'oth': 3460, 'max_pc': 1.0}","{'con': 14657, 'lab': 20263, 'lib': 5242, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 3093, 'max_pc': 1.0}",0.652991247,0,29096,12210,2873,0,0,0,44179,0.6585934493764005,0.2763756535910727,0.0650308970325267,0.0,0.0,0.0,25905,17605,1100,0,0,551,45161,0.5736144018068687,0.3898275060339674,0.0243572994397821,0.0,0.0,0.0122007927193817,20106,15901,1360,7263,0,0,44630,0.4505041451938158,0.3562850100829038,0.0304727761595339,0.1627380685637463,0.0,0.0,17746,17210,6636,906,0,3460,45958,0.3861351668915096,0.374472344314374,0.1443927063840898,0.0197136515949345,0.0,0.075286130815092,14657,20263,5242,0,0,3093,43255,0.3388509998844064,0.4684545139290255,0.1211883019304126,0.0,0.0,0.0715061842561553,East Midlands,False,East Midlands
E14001067,Arundel and South Downs,97177.0,0.1586486514298651,0.0752955946365909,0.0816551241548926,0.1609228521152124,0.2347366146310341,0.2887411630324047,5,"{'con': 32279, 'lab': 8681, 'lib': 12050, 'ref': 0, 'grn': 2290, 'nat': 0, 'oth': 453, 'max_pc': 0.6721305186023537}","{'con': 33773, 'lab': 12374, 'lib': 4807, 'ref': 1511, 'grn': 2178, 'nat': 0, 'oth': 22, 'max_pc': 0.6721305186023537}","{'con': 30862, 'lab': 5890, 'lib': 3880, 'ref': 7503, 'grn': 3307, 'nat': 0, 'oth': 24, 'max_pc': 0.6721305186023537}","{'con': 29160, 'lab': 4655, 'lib': 14187, 'ref': 3047, 'grn': 0, 'nat': 0, 'oth': 2, 'max_pc': 0.6721305186023537}","{'con': 23122, 'lab': 7897, 'lib': 12279, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 2756, 'max_pc': 0.6721305186023537}",0.5000699644582921,1,32279,8681,12050,0,0,453,53463,0.6037633503544507,0.1623739782653424,0.2253895217253053,0.0,0.0,0.0084731496549015,33773,12374,4807,1511,0,22,52487,0.6434545697029741,0.2357536151809019,0.0915845828490864,0.0287880808581172,0.0,0.0004191514089203,30862,5890,3880,7503,0,24,48159,0.64083556552254,0.1223032039701821,0.080566456944704,0.1557964243443593,0.0,0.0004983492182146,29160,4655,14187,3047,0,2,51051,0.571193512369983,0.0911833264774441,0.2778985720162191,0.0596854126265891,0.0,3.9176509764745056e-05,23122,7897,12279,0,0,2756,46054,0.5020627958483519,0.1714726190993181,0.2666217918096148,0.0,0.0,0.059842793242715,South East,False,South East
E14001068,Ashfield,95021.0,0.1849150722990465,0.0924943697249058,0.1281282229378459,0.1834417292837448,0.2112037212435015,0.1998168845109553,999,"{'con': 18009, 'lab': 11004, 'lib': 1026, 'ref': 2150, 'grn': 579, 'nat': 0, 'oth': 11654, 'max_pc': 0.8600489914647682}","{'con': 19018, 'lab': 19348, 'lib': 865, 'ref': 1745, 'grn': 342, 'nat': 0, 'oth': 4016, 'max_pc': 0.8600489914647682}","{'con': 9760, 'lab': 17594, 'lib': 6122, 'ref': 9282, 'grn': 69, 'nat': 0, 'oth': 146, 'max_pc': 0.8600489914647682}","{'con': 9795, 'lab': 14841, 'lib': 14149, 'ref': 941, 'grn': 0, 'nat': 0, 'oth': 3981, 'max_pc': 0.8600489914647682}","{'con': 9345, 'lab': 19005, 'lib': 5401, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 5139, 'max_pc': 0.8600489914647682}",0.7049404841518424,0,18009,11004,1026,2150,0,11654,43843,0.4107611249230208,0.2509864744657072,0.0234016832789727,0.0490386150582761,0.0,0.2658121022740232,19018,19348,865,1745,0,4016,44992,0.4226973684210526,0.4300320056899004,0.019225640113798,0.0387846728307254,0.0,0.0892603129445234,9760,17594,6122,9282,0,146,42904,0.2274846168189446,0.4100783143762819,0.1426906582136863,0.2163434644788364,0.0,0.0034029461122506,9795,14841,14149,941,0,3981,43707,0.2241059784473882,0.3395565927654609,0.3237238886219599,0.0215297320795295,0.0,0.0910838080856613,9345,19005,5401,0,0,5139,38890,0.2402931344818719,0.4886860375417845,0.138878889174595,0.0,0.0,0.1321419388017485,East Midlands,False,East Midlands
E14001069,Ashford,106816.0,0.2054467495506291,0.0961840922708208,0.1383406980227681,0.1980602156980227,0.1924337177950869,0.1695345266626722,4,"{'con': 31591, 'lab': 11500, 'lib': 5126, 'ref': 0, 'grn': 2271, 'nat': 0, 'oth': 747, 'max_pc': 0.6764754388031571}","{'con': 29680, 'lab': 15086, 'lib': 2856, 'ref': 1961, 'grn': 1397, 'nat': 0, 'oth': 109, 'max_pc': 0.6764754388031571}","{'con': 25090, 'lab': 8584, 'lib': 3200, 'ref': 9556, 'grn': 2200, 'nat': 0, 'oth': 69, 'max_pc': 0.6764754388031571}","{'con': 24905, 'lab': 7254, 'lib': 11385, 'ref': 2135, 'grn': 800, 'nat': 0, 'oth': 343, 'max_pc': 0.6764754388031571}","{'con': 21878, 'lab': 10006, 'lib': 7989, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 2543, 'max_pc': 0.6764754388031571}",0.602065907330276,1,31591,11500,5126,0,0,747,48964,0.6451883016093456,0.2348664324810064,0.1046891593824034,0.0,0.0,0.0152561065272445,29680,15086,2856,1961,0,109,49692,0.5972792401191339,0.3035901151090718,0.0574740400869355,0.0394630926507284,0.0,0.0021935120341302,25090,8584,3200,9556,0,69,46499,0.5395814963762662,0.1846061205617325,0.06881868427278,0.2055097959095894,0.0,0.0014839028796318,24905,7254,11385,2135,0,343,46022,0.5411542305853723,0.1576202685672069,0.2473816870192516,0.0463908565468688,0.0,0.0074529572813002,21878,10006,7989,0,0,2543,42416,0.5157959260656356,0.2359015465861939,0.1883487363259147,0.0,0.0,0.0599537910222557,South East,False,South East
E14001070,Ashton-under-Lyne,100040.0,0.2057997381021401,0.0983116584532032,0.1405351912754026,0.194034326612621,0.1981027399314267,0.1632163456252061,1,"{'con': 14907, 'lab': 20012, 'lib': 1560, 'ref': 3329, 'grn': 1264, 'nat': 0, 'oth': 94, 'max_pc': 0.7764464402929868}","{'con': 13090, 'lab': 25951, 'lib': 749, 'ref': 1980, 'grn': 555, 'nat': 0, 'oth': 63, 'max_pc': 0.7764464402929868}","{'con': 9344, 'lab': 20750, 'lib': 1010, 'ref': 8674, 'grn': 1614, 'nat': 0, 'oth': 64, 'max_pc': 0.7764464402929868}","{'con': 10104, 'lab': 20022, 'lib': 6383, 'ref': 1907, 'grn': 0, 'nat': 0, 'oth': 2360, 'max_pc': 0.7764464402929868}","{'con': 7215, 'lab': 21594, 'lib': 4592, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 3201, 'max_pc': 0.7764464402929868}",0.6159912669806465,1,14907,20012,1560,3329,0,94,39902,0.373590296225753,0.5015287454262944,0.0390957846724474,0.0834294020349857,0.0,0.0023557716405192,13090,25951,749,1980,0,63,41833,0.3129108598474888,0.6203475724906174,0.0179045251356584,0.0473310544307125,0.0,0.0015059880955226,9344,20750,1010,8674,0,64,39842,0.2345263791978314,0.520807188394157,0.0253501330254505,0.2177099543195622,0.0,0.0016063450629988,10104,20022,6383,1907,0,2360,40776,0.2477928193054738,0.4910241318422601,0.1565381597017853,0.046767706494016,0.0,0.0578771826564645,7215,21594,4592,0,0,3201,36602,0.1971203759357412,0.5899677613245178,0.1254576252663788,0.0,0.0,0.0874542374733621,North West,False,North West
E14001071,Aylesbury,109464.0,0.2047887890082584,0.0920485273697288,0.1382098224073668,0.2143901191259226,0.1943835416209895,0.1561792004677336,4,"{'con': 30457, 'lab': 12067, 'lib': 10572, 'ref': 293, 'grn': 1608, 'nat': 0, 'oth': 200, 'max_pc': 0.6717850748177516}","{'con': 29547, 'lab': 11834, 'lib': 3802, 'ref': 1823, 'grn': 2790, 'nat': 0, 'oth': 1705, 'max_pc': 0.6717850748177516}","{'con': 26778, 'lab': 5636, 'lib': 3953, 'ref': 10007, 'grn': 3125, 'nat': 0, 'oth': 0, 'max_pc': 0.6717850748177516}","{'con': 23858, 'lab': 4497, 'lib': 10156, 'ref': 4347, 'grn': 0, 'nat': 0, 'oth': 3902, 'max_pc': 0.6717850748177516}","{'con': 21849, 'lab': 8231, 'lib': 11448, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 1995, 'max_pc': 0.6717850748177516}",0.5111017347089944,1,30457,12067,10572,293,0,200,53589,0.5683442497527478,0.2251768086734218,0.1972792923920953,0.0054675399802198,0.0,0.0037321092015152,29547,11834,3802,1823,0,1705,48711,0.6065775697481062,0.2429430724066432,0.078052185338014,0.0374248116441871,0.0,0.0350023608630494,26778,5636,3953,10007,0,0,46374,0.5774356320351921,0.1215336179755897,0.0852417302798982,0.2157890197093198,0.0,0.0,23858,4497,10156,4347,0,3902,46760,0.5102224123182207,0.0961719418306244,0.2171941830624465,0.0929640718562874,0.0,0.0834473909324208,21849,8231,11448,0,0,1995,43523,0.502010431266227,0.1891183971693127,0.2630333386944833,0.0,0.0,0.0458378328699767,South East,False,South East
E14001072,Banbury,101692.0,0.1866715179168469,0.0896432364394445,0.1310034220981001,0.1968984777563623,0.2019529559847382,0.1938303898045077,4,"{'con': 26334, 'lab': 11947, 'lib': 8485, 'ref': 0, 'grn': 1574, 'nat': 0, 'oth': 0, 'max_pc': 0.6038056703902425}","{'con': 25872, 'lab': 14800, 'lib': 4187, 'ref': 1120, 'grn': 917, 'nat': 0, 'oth': 559, 'max_pc': 0.6038056703902425}","{'con': 24509, 'lab': 9155, 'lib': 2744, 'ref': 5764, 'grn': 2123, 'nat': 0, 'oth': 602, 'max_pc': 0.6038056703902425}","{'con': 23670, 'lab': 7772, 'lib': 8825, 'ref': 2032, 'grn': 981, 'nat': 0, 'oth': 428, 'max_pc': 0.6038056703902425}","{'con': 19505, 'lab': 11244, 'lib': 7518, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 2927, 'max_pc': 0.6038056703902425}",0.4958840560737451,1,26334,11947,8485,0,0,0,46766,0.5631013984518667,0.2554633708249583,0.1814352307231749,0.0,0.0,0.0,25872,14800,4187,1120,0,559,46538,0.5559327861102755,0.3180196828398298,0.0899694873007005,0.0240663543770682,0.0,0.012011689372126,24509,9155,2744,5764,0,602,42774,0.57298826389863,0.2140318885304156,0.0641511198391546,0.1347547575630055,0.0,0.0140739701687941,23670,7772,8825,2032,0,428,42727,0.5539822594612306,0.1818990333980855,0.2065438715566269,0.0475577503686193,0.0,0.0100170852154375,19505,11244,7518,0,0,2927,41194,0.4734912851386124,0.2729523717046171,0.1825023061610914,0.0,0.0,0.0710540369956789,South East,False,South East
W07000083,Bangor Aberconwy,92264.0,0.1558046020614981,0.1280253189252463,0.1080389755373226,0.157896448197002,0.2137801718998948,0.236454483379036,2,"{'con': 19394, 'lab': 19059, 'lib': 2123, 'ref': 510, 'grn': 0, 'nat': 9018, 'oth': 0, 'max_pc': 1.0}","{'con': 19010, 'lab': 20912, 'lib': 1373, 'ref': 0, 'grn': 0, 'nat': 8774, 'oth': 0, 'max_pc': 1.0}","{'con': 16288, 'lab': 13407, 'lib': 1894, 'ref': 5144, 'grn': 727, 'nat': 9359, 'oth': 289, 'max_pc': 1.0}","{'con': 14818, 'lab': 12100, 'lib': 8184, 'ref': 1050, 'grn': 0, 'nat': 10267, 'oth': 182, 'max_pc': 1.0}","{'con': 11388, 'lab': 14642, 'lib': 7668, 'ref': 0, 'grn': 0, 'nat': 7840, 'oth': 1644, 'max_pc': 1.0}",0.4761269898402752,0,19394,19059,2123,510,9018,0,50104,0.3870748842407792,0.3803887913140667,0.0423718665176433,0.0101788280376816,0.1799856298898291,0.0,19010,20912,1373,0,8774,0,50069,0.379676047055064,0.4176636241986059,0.0274221574227565,0.0,0.1752381713235734,0.0,16288,13407,1894,5144,9359,289,46381,0.3511782842112071,0.2890623315581812,0.0408356870270153,0.1109074836678812,0.2017852137728811,0.0062309997628339,14818,12100,8184,1050,10267,182,46601,0.3179760090985172,0.2596510804489174,0.1756185489581768,0.0225317053282118,0.2203171605759533,0.0039054955902233,11388,14642,7668,0,7840,1644,43182,0.263720994858969,0.3390764670464545,0.1775739891621509,0.0,0.1815571302857672,0.0380714186466583,0,False,Wales
E14001073,Barking,133816.0,0.2645069685760191,0.1161304786458917,0.1562156708889138,0.236774651571199,0.149968239733961,0.0764039905840152,6,"{'con': 10816, 'lab': 24966, 'lib': 1359, 'ref': 2922, 'grn': 752, 'nat': 0, 'oth': 0, 'max_pc': 0.9172446881425634}","{'con': 9824, 'lab': 29644, 'lib': 549, 'ref': 2780, 'grn': 664, 'nat': 0, 'oth': 270, 'max_pc': 0.9172446881425634}","{'con': 6438, 'lab': 22771, 'lib': 515, 'ref': 8763, 'grn': 806, 'nat': 0, 'oth': 167, 'max_pc': 0.9172446881425634}","{'con': 7404, 'lab': 22589, 'lib': 3411, 'ref': 1192, 'grn': 290, 'nat': 0, 'oth': 6701, 'max_pc': 0.9172446881425634}","{'con': 5570, 'lab': 16290, 'lib': 4239, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 8768, 'max_pc': 0.9172446881425634}",0.599748796,0,10816,24966,1359,2922,0,0,40063,0.2699747897062127,0.6231685095973841,0.0339215735217033,0.0729351271746998,0.0,0.0,9824,29644,549,2780,0,270,43067,0.2281096895534864,0.6883228457984071,0.0127475793531009,0.0645505839738082,0.0,0.0062693013211972,6438,22771,515,8763,0,167,38654,0.1665545609768717,0.5890981528431728,0.0133233300563977,0.226703575309153,0.0,0.0043203808144047,7404,22589,3411,1192,0,6701,41297,0.1792866309901445,0.5469888853911906,0.0825967987989442,0.0288640821367169,0.0,0.1622636026830036,5570,16290,4239,0,0,8768,34867,0.159749906788654,0.4672039464249863,0.1215762755614191,0.0,0.0,0.2514698712249404,London,False,London
E14001074,Barnsley North,104500.0,0.1839712918660287,0.0917416267942583,0.1417320574162679,0.1842105263157894,0.2110622009569378,0.1872822966507177,999,"{'con': 9684, 'lab': 16788, 'lib': 1385, 'ref': 12802, 'grn': 1034, 'nat': 0, 'oth': 785, 'max_pc': 0.8744492662404346}","{'con': 11200, 'lab': 28356, 'lib': 681, 'ref': 3790, 'grn': 500, 'nat': 0, 'oth': 587, 'max_pc': 0.8744492662404346}","{'con': 6304, 'lab': 23470, 'lib': 999, 'ref': 9369, 'grn': 820, 'nat': 0, 'oth': 1334, 'max_pc': 0.8744492662404346}","{'con': 7283, 'lab': 20134, 'lib': 7460, 'ref': 1974, 'grn': 0, 'nat': 0, 'oth': 5797, 'max_pc': 0.8744492662404346}","{'con': 5682, 'lab': 22865, 'lib': 6660, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 1891, 'max_pc': 0.8744492662404346}",0.6886546598988401,0,9684,16788,1385,12802,0,785,41444,0.2336647041791333,0.4050767300453624,0.0334185889392915,0.3088987549464337,0.0,0.0189412218897789,11200,28356,681,3790,0,587,44614,0.2510422737257363,0.6355852423006231,0.0152642668220737,0.0849509122696911,0.0,0.0131573048818756,6304,23470,999,9369,0,1334,41476,0.1519915131642395,0.5658694184588677,0.0240862185360208,0.2258896711351143,0.0,0.0321631787057575,7283,20134,7460,1974,0,5797,42648,0.1707700243856687,0.4720971675107859,0.1749202776214594,0.0462858750703432,0.0,0.1359266554117426,5682,22865,6660,0,0,1891,37098,0.1531618955199741,0.6163405035311876,0.1795245026686074,0.0,0.0,0.0509730982802307,0,False,Wales
E14001075,Barnsley South,104865.0,0.1875077480570257,0.0935965288704524,0.1425165689219472,0.18189100271778,0.2094883898345491,0.1849997615982453,999,"{'con': 12126, 'lab': 16412, 'lib': 1535, 'ref': 11247, 'grn': 787, 'nat': 0, 'oth': 480, 'max_pc': 0.7318236247840877}","{'con': 12571, 'lab': 27840, 'lib': 1020, 'ref': 2795, 'grn': 71, 'nat': 0, 'oth': 1125, 'max_pc': 0.7318236247840877}","{'con': 6367, 'lab': 23953, 'lib': 1263, 'ref': 10223, 'grn': 117, 'nat': 0, 'oth': 1344, 'max_pc': 0.7318236247840877}","{'con': 7230, 'lab': 20590, 'lib': 7551, 'ref': 2314, 'grn': 0, 'nat': 0, 'oth': 5280, 'max_pc': 0.7318236247840877}","{'con': 4907, 'lab': 25493, 'lib': 5762, 'ref': 0, 'grn': 0, 'nat': 0, 'oth': 1734, 'max_pc': 0.7318236247840877}",0.7051726726110106,1,12126,16412,1535,11247,0,480,41800,0.2900956937799043,0.3926315789473684,0.0367224880382775,0.269066985645933,0.0,0.0114832535885167,12571,27840,1020,2795,0,1125,45351,0.2771934466715177,0.6138784150294371,0.0224912350334061,0.0616303940376176,0.0,0.0248065092280214,6367,23953,1263,10223,0,1344,43150,0.1475550405561993,0.5551100811123986,0.0292699884125144,0.2369177288528389,0.0,0.0311471610660486,7230,20590,7551,2314,0,5280,42965,0.1682765041312696,0.4792272780169905,0.1757477016175957,0.053857791225416,0.0,0.122890725008728,4907,25493,5762,0,0,1734,37896,0.1294859615790584,0.6727095207937513,0.1520477095207937,0.0,0.0,0.0457568081063964,0,False,Wales
